,Unnamed: 0,subject,task,session,run,ppg,rsp,ecg,eda,biopac,eyetracking,ppg_quality,rsp_quality,ecg_quality,eda_quality,eyetracking_quality,eyetracking_before_interp
182,112,2,ActiveMixedVid,misc,1,False,False,False,False,False,False,,,,,1.0,0.0
183,113,2,MID,misc,1,True,True,True,True,True,False,0.990578011969006,1.0,1.0,1.0,1.0,0.0
184,114,2,MovieThePresent,misc,1,True,True,True,True,True,True,0.9307864596475792,1.0,1.0,1.0,0.9860428934538186,0.7119571608187928
185,115,2,PVT,misc,1,False,False,False,False,False,False,,,,,1.0,0.0
186,116,2,PassiveHighVid,misc,1,False,False,False,False,False,False,,,,,1.0,0.0
187,117,2,PassiveLowVid,misc,1,False,False,False,False,False,False,,,,,1.0,0.0
188,118,2,PassiveMixedVid,misc,1,False,False,False,False,False,False,,,,,1.0,0.0
189,119,2,Rest,misc,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.4116296274593106,0.24887930150451942
190,120,2,VisualLoc,misc,1,True,True,True,True,True,False,0.9808676816176908,1.0,1.0,1.0,1.0,0.0
191,0,3,ActiveHighVid,01Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7541048519085581
192,1,3,ActiveLowVid,01Fitness,1,True,True,True,True,True,True,0.9824377847965512,1.0,1.0,1.0,1.0,0.7353249787175071
193,2,3,ActiveMixedVid,01Fitness,1,True,True,True,True,True,True,0.9918213825282872,1.0,1.0,1.0,1.0,0.7574437757364587
194,3,3,PVT,01Fitness,1,True,True,True,True,True,True,0.9909457268866088,1.0,1.0,1.0,1.0,0.7525495252608135
195,4,3,PassiveHighVid,01Fitness,1,True,True,True,True,True,True,0.9561756582098268,1.0,1.0,1.0,0.9826110484184963,0.727023156672144
196,5,3,PassiveLowVid,01Fitness,1,True,True,True,True,True,True,0.9918483489604566,1.0,1.0,1.0,1.0,0.7469726066269393
197,6,3,PassiveMixedVid,01Fitness,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7355299365831447
198,7,3,ActiveHighVid,02Advice,1,True,True,True,True,True,True,0.9156119523567324,1.0,1.0,1.0,1.0,0.7042802840324156
199,8,3,ActiveLowVid,02Advice,1,False,False,False,False,False,True,,,,,0.5005939339545442,0.3124686534857324
200,9,3,ActiveMixedVid,02Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6954636644405142
201,10,3,PVT,02Advice,1,True,True,True,True,True,True,0.9614378850194868,1.0,1.0,1.0,0.8642890634157777,0.4470240886179815
202,11,3,PassiveHighVid,02Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.7995032992291891,0.5327247868215774
203,12,3,PassiveLowVid,02Advice,1,True,True,True,True,True,True,0.9835486131146188,1.0,1.0,1.0,0.9213236992312515,0.5269853838793758
204,13,3,PassiveMixedVid,02Advice,1,True,True,True,True,True,True,0.9707485991650928,1.0,1.0,1.0,0.8979885436739434,0.5983356650740438
205,14,3,ActiveHighVid,03Travel,1,True,True,True,True,True,True,0.9819870655468927,1.0,1.0,1.0,1.0,0.7171111243095564
206,15,3,ActiveLowVid,03Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7020780952003854
207,16,3,ActiveMixedVid,03Travel,1,True,True,True,True,True,True,0.9810942059912564,1.0,1.0,1.0,1.0,0.7633173191141145
208,17,3,PVT,03Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6846011267646908
209,18,3,PassiveHighVid,03Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7662221107716267
210,19,3,PassiveLowVid,03Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9965091033872916,0.6549621544573273
211,20,3,PassiveMixedVid,03Travel,1,True,True,True,True,True,True,0.9836171143639464,1.0,1.0,1.0,1.0,0.7365045006995222
212,21,3,ActiveHighVid,04Food,1,True,True,True,True,True,True,0.9794058452850528,1.0,1.0,1.0,1.0,0.6164603241645108
213,22,3,ActiveLowVid,04Food,1,True,True,True,True,True,True,0.9828429289594623,1.0,1.0,1.0,1.0,0.6955296571021302
214,23,3,ActiveMixedVid,04Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6847617350676091
215,24,3,PVT,04Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.5819468559748566
216,25,3,PassiveHighVid,04Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7055834548658083
217,26,3,PassiveLowVid,04Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9886562357708019,0.5911493562628269
218,27,3,PassiveMixedVid,04Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6588885882655721
219,28,3,ActiveHighVid,05Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9945028475645569,0.6955712617053711
220,29,3,ActiveLowVid,05Nature,1,True,True,True,True,True,True,0.973356296055012,1.0,1.0,1.0,1.0,0.5381325730577334
221,30,3,ActiveMixedVid,05Nature,1,True,True,True,True,True,True,0.9749779146866512,1.0,1.0,1.0,1.0,0.6627530952192392
222,31,3,PVT,05Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6691258351893096
223,32,3,PassiveHighVid,05Nature,1,True,True,True,True,True,True,0.983611022016306,1.0,1.0,1.0,1.0,0.5438737734018755
224,33,3,PassiveLowVid,05Nature,1,True,True,True,True,True,True,0.9893309268454508,1.0,1.0,1.0,0.9409781109564,0.5413067435675776
225,34,3,PassiveMixedVid,05Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9952023651613839,0.590036493701042
226,35,3,ActiveHighVid,06Diy,1,True,True,True,True,True,True,0.9613924107843548,1.0,1.0,1.0,1.0,0.7639392079613022
227,36,3,ActiveLowVid,06Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.747117789524394
228,37,3,ActiveMixedVid,06Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7602755999049655
229,38,3,PVT,06Diy,1,True,True,True,True,True,True,0.9877462644816049,1.0,1.0,1.0,1.0,0.7848361856757707
230,39,3,PassiveHighVid,06Diy,1,True,True,True,True,True,True,0.9549244173693618,1.0,1.0,1.0,0.9965946887703923,0.7481587561374795
231,40,3,PassiveLowVid,06Diy,1,True,True,False,True,True,True,1.0,1.0,,1.0,1.0,0.7758421590946584
232,41,3,PassiveMixedVid,06Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7812011270877188
233,42,3,ActiveHighVid,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7767256169988122
234,43,3,ActiveLowVid,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.74810601061162
235,44,3,ActiveMixedVid,07Beauty,1,True,True,False,True,True,True,1.0,1.0,,1.0,0.9888142438560832,0.7249887812475253
236,45,3,PVT,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7638995728843857
237,46,3,PassiveHighVid,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7144591749869669
238,47,3,PassiveLowVid,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7540204702481902
239,48,3,PassiveMixedVid,07Beauty,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7267652105054772
240,49,3,ActiveHighVid,08Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9569460712341422,0.557470676542884
241,50,3,ActiveLowVid,08Pets,1,True,True,True,True,True,True,0.9824653096398904,1.0,1.0,1.0,0.9852667493796526,0.590445330235996
242,51,3,ActiveMixedVid,08Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6627851342477867
243,52,3,PVT,08Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9958058147159127,0.6015817023630297
244,53,3,PassiveHighVid,08Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6726140791353378
245,54,3,PassiveLowVid,08Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9821139284359173,0.654743718758764
246,55,3,PassiveMixedVid,08Pets,1,True,True,True,True,True,True,0.9627825423552612,1.0,1.0,1.0,0.9465062800848562,0.5794108234548879
247,56,3,ActiveHighVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7211917252301296
248,57,3,ActiveLowVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6767736762391233
249,58,3,ActiveMixedVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6996330711155694
250,59,3,PVT,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7346132149424529
251,60,3,PassiveHighVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7015207557255183
252,61,3,PassiveLowVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9957369162594409,0.6834297366588906
253,62,3,PassiveMixedVid,09Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7126210004684953
254,63,3,ActiveHighVid,10EntSports,1,True,True,True,True,True,True,0.970579790640928,1.0,1.0,1.0,0.7318566083060009,0.499848213873252
255,64,3,ActiveLowVid,10EntSports,1,True,True,True,True,True,True,0.9488600764689392,1.0,1.0,1.0,0.7517636422429438,0.4777507209650703
256,65,3,ActiveMixedVid,10EntSports,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7301904161703616
257,66,3,PVT,10EntSports,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6440934382932896
258,67,3,PassiveHighVid,10EntSports,1,True,True,True,True,True,True,0.9754325406971788,1.0,1.0,1.0,0.8934713459863263,0.5921290552490563
259,68,3,PassiveLowVid,10EntSports,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.580066054949007,0.3264209897684117
260,69,3,PassiveMixedVid,10EntSports,1,True,True,True,True,True,True,0.9782907915092436,1.0,1.0,1.0,0.9901008394488148,0.6660980148883374
261,0,4,ActiveHighVid,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6646363594369692
262,1,4,ActiveLowVid,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9963438135212903,0.648029355085663
263,2,4,ActiveMixedVid,01Food,1,True,True,True,True,True,True,0.9841222181244962,1.0,1.0,1.0,0.9960732034080635,0.6854998911056407
264,3,4,PVT,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.747340581408979
265,4,4,PassiveHighVid,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9853372046984294,0.6151379173815494
266,5,4,PassiveLowVid,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9896988174427199,0.6155171048463731
267,6,4,PassiveMixedVid,01Food,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9965551830636433,0.6156257424174432
268,7,4,ActiveHighVid,02Pets,1,True,True,True,True,True,True,0.9760498612976556,1.0,1.0,1.0,1.0,0.6507413835199715
269,8,4,ActiveLowVid,02Pets,1,True,True,True,True,True,True,0.9897844556324732,1.0,1.0,1.0,0.975497086443217,0.581219932291976
270,9,4,ActiveMixedVid,02Pets,1,True,True,True,True,True,True,0.992003160982976,1.0,1.0,1.0,0.7976005068236413,0.38728453395982365
271,10,4,PVT,02Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7824494311230283
272,11,4,PassiveHighVid,02Pets,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9964628166801951,0.6916183273610369
273,12,4,PassiveLowVid,02Pets,1,True,True,True,True,True,True,0.9921507976384876,1.0,1.0,1.0,0.9624052211671077,0.5187841913196117
274,13,4,PassiveMixedVid,02Pets,1,True,True,True,True,True,True,0.9914130084413662,1.0,1.0,1.0,0.9861943351899268,0.591967373228097
275,14,4,ActiveHighVid,03Advice,1,True,True,True,True,True,True,0.9836562971397906,1.0,1.0,1.0,0.9963577098440809,0.7587510639842168
276,15,4,ActiveLowVid,03Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.704357065547372
277,16,4,ActiveMixedVid,03Advice,1,True,True,True,True,True,True,0.9754249883387972,1.0,1.0,1.0,0.9200480398044094,0.676364812163045
278,17,4,PVT,03Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.8663770366897199,0.5653205954753253
279,18,4,PassiveHighVid,03Advice,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
280,19,4,PassiveLowVid,03Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.730099445034677
281,20,4,PassiveMixedVid,03Advice,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.728073011871688
282,21,4,ActiveHighVid,04Nature,1,True,True,True,True,True,True,0.9828343864944656,1.0,1.0,1.0,0.9893362192409975,0.7551157772484014
283,22,4,ActiveLowVid,04Nature,1,True,True,True,True,True,True,0.984009272651752,1.0,1.0,1.0,1.0,0.7019448422414192
284,23,4,ActiveMixedVid,04Nature,1,True,True,True,True,True,True,0.9672664566787226,1.0,1.0,1.0,0.9803732643471833,0.6893049469404995
285,24,4,PVT,04Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9954577756287684,0.7586686886891287
286,25,4,PassiveHighVid,04Nature,1,True,True,True,True,True,True,0.969688152619,1.0,1.0,1.0,1.0,0.7669671611847315
287,26,4,PassiveLowVid,04Nature,1,True,True,True,True,True,True,0.9658109200269184,1.0,1.0,1.0,0.968156859639397,0.6673662258124126
288,27,4,PassiveMixedVid,04Nature,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9959745539013831,0.7003022384119945
289,28,4,ActiveHighVid,05Diy,1,True,True,True,True,True,True,0.9796745884364448,1.0,1.0,1.0,0.1605039299408034,0.09073180711282988
290,29,4,ActiveLowVid,05Diy,1,True,True,True,True,True,True,0.9893875957468704,1.0,1.0,1.0,1.0,0.6898316493872461
291,30,4,ActiveMixedVid,05Diy,1,True,True,True,True,True,True,0.980394271417479,1.0,1.0,1.0,0.9963011357262115,0.6582196617238489
292,31,4,PVT,05Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9956556935688881,0.6536496203310611
293,32,4,PassiveHighVid,05Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9894945575605201,0.6439499671704924
294,33,4,PassiveLowVid,05Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.8806435540656027,0.5265139391619675
295,34,4,PassiveMixedVid,05Diy,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9648877377633337,0.5849118234158734
296,35,4,ActiveHighVid,06Fitness,1,True,True,True,True,True,True,0.9917992787564496,1.0,1.0,1.0,0.9945365827908956,0.6981099083821884
297,36,4,ActiveLowVid,06Fitness,1,True,True,True,True,True,True,0.9322951498103018,1.0,1.0,1.0,0.8922291623359697,0.6029386047401747
298,37,4,ActiveMixedVid,06Fitness,1,True,True,True,True,True,True,0.977676345979966,1.0,1.0,1.0,0.967251790015508,0.6711221829940278
299,38,4,PVT,06Fitness,1,True,True,True,True,True,True,0.6354435773368818,1.0,1.0,1.0,1.0,0.7573307740491514
300,39,4,PassiveHighVid,06Fitness,1,True,True,True,True,True,True,0.8802323500780574,1.0,1.0,1.0,0.9922693678236769,0.6727167744489904
301,40,4,PassiveLowVid,06Fitness,1,True,True,True,True,True,True,0.876617693953443,1.0,1.0,1.0,0.8996436584400158,0.5975254058334433
302,41,4,PassiveMixedVid,06Fitness,1,True,True,True,True,True,True,0.9617164966584594,1.0,1.0,1.0,0.9077387040788718,0.6167569636458423
303,42,4,ActiveHighVid,07Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9964397428959837,0.71046101864928
304,43,4,ActiveLowVid,07Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7208851111008454
305,44,4,ActiveMixedVid,07Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9773816122901489,0.7110653574068209
306,45,4,PVT,07Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.7547125577851528
307,46,4,PassiveHighVid,07Baby,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9949717905572603,0.7118215711504834
308,47,4,PassiveLowVid,07Baby,1,True,True,True,True,True,True,0.9852277191082638,1.0,1.0,1.0,0.9489855512404684,0.6573575168854823
309,48,4,PassiveMixedVid,07Baby,1,True,True,True,True,True,True,0.9924042497914758,1.0,1.0,1.0,0.9922958905917482,0.6874540145503737
310,49,4,ActiveHighVid,08Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.6789120673557523
311,50,4,ActiveLowVid,08Travel,1,True,True,True,True,True,True,0.9516887674356882,1.0,1.0,1.0,0.9604588932845448,0.6308429870956885
312,51,4,ActiveMixedVid,08Travel,1,True,True,True,True,True,True,0.9367852151259228,1.0,1.0,1.0,0.952786173400029,0.6441623662016445
313,52,4,PVT,08Travel,1,True,True,True,True,True,True,1.0,1.0,1.0,1.0,0.9958569910985751,0.678068793728708
314,53,4,PassiveHighVid,08Travel,1,True,True,True,True,True,True,0.8938963444538568,1.0,1.0,1.0,0.9613377061296133,0.6066298014424949
315,54,4,PassiveLowVid,08Travel,1,True,True,True,True,True,True,0.9733454916435867,1.0,1.0,1.0,0.992665375491202,0.6651280342348466
316,55,4,PassiveMixedVid,08Travel,1,True,True,True,True,True,True,0.9170902320158816,1.0,1.0,1.0,0.9746666710659597,0.6311885679971229
317,0,5,ActiveHighVid,01Beauty,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
318,1,5,ActiveLowVid,01Beauty,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
319,2,5,ActiveMixedVid,01Beauty,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
320,3,5,PVT,01Beauty,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
321,4,5,PassiveHighVid,01Beauty,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
322,5,5,PassiveLowVid,01Beauty,1,True,True,True,True,True,False,0.9790819167053978,1.0,1.0,1.0,1.0,0.0
323,6,5,PassiveMixedVid,01Beauty,1,True,True,True,True,True,False,0.9837318187301722,1.0,1.0,1.0,1.0,0.0
324,7,5,ActiveHighVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
325,8,5,ActiveLowVid,02Fitness,1,True,True,True,True,True,False,0.9550704709522172,1.0,1.0,1.0,1.0,0.0
326,9,5,ActiveMixedVid,02Fitness,1,True,True,True,True,True,False,0.9917849865246828,1.0,1.0,1.0,1.0,0.0
327,10,5,PVT,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
328,11,5,PassiveHighVid,02Fitness,1,True,True,True,True,True,False,0.966386196263675,1.0,1.0,1.0,1.0,0.0
329,12,5,PassiveLowVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
330,13,5,PassiveMixedVid,02Fitness,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
331,14,5,ActiveHighVid,03Baby,1,True,True,True,True,True,False,0.973787420191573,1.0,1.0,1.0,1.0,0.0
332,15,5,ActiveLowVid,03Baby,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
333,16,5,ActiveMixedVid,03Baby,1,True,True,True,True,True,False,0.946351524674655,1.0,1.0,1.0,1.0,0.0
334,17,5,PVT,03Baby,1,True,True,True,True,True,False,0.9719174822195126,1.0,1.0,1.0,1.0,0.0
335,18,5,PassiveHighVid,03Baby,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
336,19,5,PassiveLowVid,03Baby,1,True,True,True,True,True,False,0.8812983031378554,1.0,1.0,1.0,1.0,0.0
337,20,5,PassiveMixedVid,03Baby,1,False,False,False,False,False,False,,,,,1.0,0.0
338,21,5,ActiveHighVid,04Pets,1,True,True,True,True,True,False,0.9282208609097594,1.0,1.0,1.0,1.0,0.0
339,22,5,ActiveLowVid,04Pets,1,True,True,True,True,True,False,0.9319935376360567,1.0,1.0,1.0,1.0,0.0
340,23,5,ActiveMixedVid,04Pets,1,True,True,True,True,True,False,0.9425392627152056,1.0,1.0,1.0,1.0,0.0
341,24,5,PVT,04Pets,1,True,True,True,True,True,False,0.9745870232342286,1.0,1.0,1.0,1.0,0.0
342,25,5,PassiveHighVid,04Pets,1,True,True,True,True,True,False,0.9279851372056708,1.0,1.0,1.0,1.0,0.0
343,26,5,PassiveLowVid,04Pets,1,True,True,True,True,True,False,0.9431149666377012,1.0,1.0,1.0,1.0,0.0
344,27,5,PassiveMixedVid,04Pets,1,True,True,True,True,True,False,0.928206150944604,1.0,1.0,1.0,1.0,0.0
345,28,5,ActiveHighVid,05EntSports,1,True,True,True,True,True,False,0.9406239525188312,1.0,1.0,1.0,1.0,0.0
346,29,5,ActiveLowVid,05EntSports,1,True,True,True,True,True,False,0.9462408052016288,1.0,1.0,1.0,1.0,0.0
347,30,5,ActiveMixedVid,05EntSports,1,True,True,True,True,True,False,0.9823784064092844,1.0,1.0,1.0,1.0,0.0
348,31,5,PVT,05EntSports,1,True,True,True,True,True,False,0.9900636371768332,1.0,1.0,1.0,1.0,0.0
349,32,5,PassiveHighVid,05EntSports,1,True,True,True,True,True,False,0.9549218287887624,1.0,1.0,1.0,1.0,0.0
350,33,5,PassiveLowVid,05EntSports,1,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.0
351,34,5,PassiveMixedVid,05EntSports,1,True,True,True,True,True,False,0.9235865584532088,1.0,1.0,1.0,1.0,0.0
352,35,5,ActiveHighVid,06Nature,1,True,True,True,True,True,False,0.8881611214726381,1.0,1.0,1.0,1.0,0.0
353,36,5,ActiveLowVid,06Nature,1,True,True,True,True,True,False,0.9227963377586192,1.0,1.0,1.0,1.0,0.0
354,37,5,ActiveMixedVid,06Nature,1,True,True,True,True,True,False,0.8815824650187425,1.0,1.0,1.0,1.0,0.0
355,38,5,PVT,06Nature,1,True,True,True,True,True,False,0.8630785685263095,1.0,1.0,1.0,1.0,0.0
356,39,5,PassiveHighVid,06Nature,1,True,True,True,True,True,False,0.8254375274695145,1.0,1.0,1.0,1.0,0.0
357,40,5,PassiveLowVid,06Nature,1,True,True,True,True,True,False,0.9049205319041574,1.0,1.0,1.0,1.0,0.0
358,41,5,PassiveMixedVid,06Nature,1,True,True,True,True,True,False,0.821031087455359,1.0,1.0,1.0,1.0,0.0
359,42,5,ActiveHighVid,07Travel,1,True,True,True,True,True,False,0.9753693609902868,1.0,1.0,1.0,1.0,0.0
